order_id,order_date,product,category,price,quantity,total_sales,city,platform,payment_method,order_status
12041,2025-12-30,Car Phone Holder,Accessories,7753,2,15506,Mumbai,Shopify,Card,Cancelled
12042,2025-02-04,Reverse Parking Camera,Electronics,12661,1,12661,Pune,Amazon,UPI,Returned
12043,2025-12-13,Car Air Freshener,Accessories,8965,4,35860,Pune,Shopify,Net Banking,Shipped
12044,2025-05-09,Android Car Display,Electronics,6098,4,24392,Pune,Amazon,Net Banking,Cancelled
12045,2025-11-04,Car Seat Cover,Accessories,3689,1,3689,Ahmedabad,Flipkart,UPI,Shipped
12046,2025-07-11,Car Floor Mat,Accessories,6459,3,19377,Delhi,Flipkart,Net Banking,Cancelled
12047,2025-11-23,Car Seat Cover,Accessories,3831,4,15324,Bangalore,Flipkart,Card,Returned
12048,2025-01-09,Car Floor Mat,Accessories,4305,2,8610,Jaipur,Flipkart,COD,Shipped
12049,2025-07-10,Car Floor Mat,Accessories,7940,4,31760,Jaipur,Flipkart,Card,Shipped
12050,2025-11-24,Car Seat Cover,Accessories,4320,2,8640,Mumbai,Flipkart,COD,Delivered
12051,2025-12-01,Car Vacuum Cleaner,Electronics,7920,4,31680,Pune,Amazon,COD,Returned
12052,2025-01-21,Android Car Display,Electronics,9337,4,37348,Hyderabad,Amazon,COD,Returned
12053,2025-01-06,Car Phone Holder,Accessories,5384,2,10768,Mumbai,Amazon,COD,Delivered
12054,2025-11-19,Car Seat Cover,Accessories,8647,2,17294,Ahmedabad,Amazon,Net Banking,Shipped
12055,2025-06-27,Car Vacuum Cleaner,Electronics,13382,4,53528,Ahmedabad,Flipkart,COD,Delivered
12056,2025-08-13,Android Car Display,Electronics,9894,1,9894,Hyderabad,Flipkart,UPI,Delivered
12057,2025-06-19,Car Music System,Electronics,13812,4,55248,Hyderabad,Shopify,COD,Cancelled
12058,2025-02-17,Car Music System,Electronics,12786,2,25572,Pune,Flipkart,Net Banking,Cancelled
12059,2025-01-07,Car Seat Cover,Accessories,1021,3,3063,Bangalore,Amazon,Net Banking,Cancelled
12060,2025-08-07,Car Floor Mat,Accessories,13398,2,26796,Udaipur,Amazon,UPI,Delivered
12061,2025-05-16,Car Music System,Electronics,14371,1,14371,Hyderabad,Amazon,Card,Shipped
12062,2025-02-28,Car Music System,Electronics,11320,4,45280,Mumbai,Shopify,Net Banking,Returned
12063,2025-08-29,Reverse Parking Camera,Electronics,12226,3,36678,Udaipur,Shopify,COD,Returned
12064,2025-11-01,Android Car Display,Electronics,2849,3,8547,Jaipur,Amazon,UPI,Shipped
12065,2025-09-18,Car Air Freshener,Accessories,4759,3,14277,Udaipur,Flipkart,Net Banking,Delivered
12066,2025-02-24,Reverse Parking Camera,Electronics,5220,3,15660,Bangalore,Shopify,Card,Cancelled
12067,2025-02-20,Car Phone Holder,Accessories,7907,2,15814,Ahmedabad,Flipkart,Net Banking,Shipped
12068,2025-02-11,Reverse Parking Camera,Electronics,5726,3,17178,Jaipur,Amazon,Net Banking,Delivered
12069,2025-08-12,Car Vacuum Cleaner,Electronics,14870,1,14870,Pune,Flipkart,Card,Shipped
12070,2025-07-09,Car Air Freshener,Accessories,801,3,2403,Mumbai,Flipkart,Card,Shipped
12071,2025-07-27,Car Air Freshener,Accessories,6793,2,13586,Pune,Amazon,COD,Cancelled
12072,2025-06-22,Reverse Parking Camera,Electronics,13481,2,26962,Bangalore,Shopify,COD,Shipped
12073,2025-02-12,Car LED Light,Accessories,1949,1,1949,Delhi,Amazon,Net Banking,Shipped
12074,2025-01-27,Car LED Light,Accessories,13302,2,26604,Delhi,Flipkart,Card,Delivered
12075,2025-12-14,Car Music System,Electronics,5074,3,15222,Ahmedabad,Shopify,UPI,Delivered
12076,2025-06-19,Car Music System,Electronics,14928,3,44784,Mumbai,Amazon,UPI,Delivered
12077,2025-03-29,Reverse Parking Camera,Electronics,303,2,606,Pune,Flipkart,UPI,Returned
12078,2025-11-10,Reverse Parking Camera,Electronics,5074,1,5074,Udaipur,Amazon,UPI,Shipped
12079,2025-03-22,Reverse Parking Camera,Electronics,14265,3,42795,Mumbai,Flipkart,Card,Returned
12080,2025-12-07,Car Seat Cover,Accessories,6745,3,20235,Bangalore,Shopify,Net Banking,Shipped
12081,2025-05-31,Car Vacuum Cleaner,Electronics,8637,3,25911,Pune,Flipkart,Card,Returned
12082,2025-08-25,Car Vacuum Cleaner,Electronics,3749,2,7498,Bangalore,Shopify,Card,Delivered
12083,2025-03-17,Car LED Light,Accessories,1262,1,1262,Mumbai,Flipkart,Card,Cancelled
12084,2025-12-19,Car LED Light,Accessories,4928,3,14784,Ahmedabad,Shopify,Card,Shipped
12085,2025-11-26,Car Floor Mat,Accessories,7015,1,7015,Udaipur,Shopify,Card,Shipped
12086,2025-07-20,Car Seat Cover,Accessories,6267,2,12534,Jaipur,Flipkart,UPI,Delivered
12087,2025-07-19,Car Seat Cover,Accessories,14080,3,42240,Bangalore,Flipkart,Net Banking,Shipped
12088,2025-06-17,Car Vacuum Cleaner,Electronics,7666,2,15332,Pune,Shopify,COD,Cancelled
12089,2025-05-09,Car Seat Cover,Accessories,14540,2,29080,Pune,Amazon,Net Banking,Returned
12090,2025-05-03,Car Music System,Electronics,988,2,1976,Hyderabad,Flipkart,Card,Cancelled
12091,2025-11-20,Car Floor Mat,Accessories,929,1,929,Ahmedabad,Shopify,COD,Returned
12092,2025-09-05,Car Vacuum Cleaner,Electronics,344,1,344,Jaipur,Amazon,Card,Returned
12093,2025-09-28,Android Car Display,Electronics,4780,4,19120,Jaipur,Flipkart,UPI,Shipped
12094,2025-10-03,Reverse Parking Camera,Electronics,9264,3,27792,Hyderabad,Amazon,COD,Returned
12095,2025-08-31,Car Seat Cover,Accessories,6973,1,6973,Pune,Flipkart,Card,Returned
12096,2025-05-16,Reverse Parking Camera,Electronics,3951,4,15804,Udaipur,Shopify,UPI,Cancelled
12097,2025-05-16,Reverse Parking Camera,Electronics,4463,4,17852,Delhi,Shopify,Card,Delivered
12098,2025-05-03,Car Phone Holder,Accessories,13759,4,55036,Pune,Amazon,Net Banking,Delivered
12099,2025-10-02,Car LED Light,Accessories,13446,3,40338,Pune,Amazon,COD,Delivered
12100,2025-10-01,Car Air Freshener,Accessories,9805,2,19610,Udaipur,Amazon,Card,Shipped
12101,2025-04-01,Android Car Display,Electronics,12190,3,36570,Jaipur,Amazon,Net Banking,Delivered
12102,2025-09-03,Car Vacuum Cleaner,Electronics,10897,2,21794,Delhi,Amazon,Card,Returned
12103,2025-12-10,Car Music System,Electronics,11071,3,33213,Udaipur,Flipkart,Card,Shipped
12104,2025-07-05,Car Phone Holder,Accessories,12246,2,24492,Mumbai,Flipkart,COD,Delivered
12105,2025-01-02,Car LED Light,Accessories,2848,1,2848,Jaipur,Amazon,COD,Cancelled
12106,2025-06-22,Car LED Light,Accessories,12832,4,51328,Mumbai,Shopify,Net Banking,Delivered
12107,2025-02-12,Car Air Freshener,Accessories,11244,3,33732,Ahmedabad,Amazon,COD,Cancelled
12108,2025-10-07,Car Floor Mat,Accessories,13515,2,27030,Udaipur,Shopify,UPI,Delivered
12109,2025-06-25,Car LED Light,Accessories,2958,2,5916,Bangalore,Shopify,Card,Shipped
12110,2025-07-19,Car Vacuum Cleaner,Electronics,788,3,2364,Pune,Amazon,Net Banking,Cancelled
12111,2025-10-28,Car Music System,Electronics,3415,4,13660,Mumbai,Shopify,Card,Shipped
12112,2025-07-18,Android Car Display,Electronics,12929,4,51716,Ahmedabad,Shopify,COD,Cancelled
12113,2025-04-07,Car Seat Cover,Accessories,896,4,3584,Delhi,Shopify,COD,Delivered
12114,2025-08-01,Car Vacuum Cleaner,Electronics,10928,3,32784,Delhi,Flipkart,Net Banking,Delivered
12115,2025-11-01,Car Music System,Electronics,14112,1,14112,Mumbai,Shopify,Card,Shipped
12116,2025-03-03,Car Air Freshener,Accessories,9369,3,28107,Delhi,Shopify,COD,Cancelled
12117,2025-05-31,Car Dash Camera,Electronics,9099,4,36396,Delhi,Amazon,UPI,Returned
12118,2025-07-14,Car Music System,Electronics,11701,3,35103,Bangalore,Flipkart,COD,Shipped
12119,2025-02-08,Car LED Light,Accessories,8999,3,26997,Hyderabad,Flipkart,COD,Shipped
12120,2025-06-17,Car Seat Cover,Accessories,728,3,2184,Bangalore,Shopify,UPI,Cancelled
12121,2025-07-05,Android Car Display,Electronics,10178,1,10178,Mumbai,Amazon,COD,Returned
12122,2025-04-04,Car Vacuum Cleaner,Electronics,14855,1,14855,Jaipur,Shopify,UPI,Cancelled
12123,2025-10-09,Car Seat Cover,Accessories,4830,3,14490,Mumbai,Shopify,COD,Returned
12124,2025-01-21,Car LED Light,Accessories,14969,4,59876,Udaipur,Flipkart,UPI,Returned
12125,2025-03-12,Car Dash Camera,Electronics,12442,1,12442,Mumbai,Amazon,UPI,Delivered
12126,2025-07-04,Car Air Freshener,Accessories,996,4,3984,Pune,Shopify,UPI,Returned
12127,2025-02-11,Car Music System,Electronics,9980,2,19960,Ahmedabad,Amazon,Card,Delivered
12128,2025-12-29,Car Seat Cover,Accessories,8005,2,16010,Bangalore,Amazon,Card,Shipped
12129,2025-10-23,Car Seat Cover,Accessories,11464,3,34392,Jaipur,Flipkart,Card,Delivered
12130,2025-04-09,Car Floor Mat,Accessories,3757,4,15028,Udaipur,Flipkart,Card,Shipped
12131,2025-05-18,Reverse Parking Camera,Electronics,7042,3,21126,Jaipur,Shopify,UPI,Shipped
12132,2025-01-01,Car Dash Camera,Electronics,10922,4,43688,Mumbai,Flipkart,Card,Returned
12133,2025-11-25,Car Music System,Electronics,9747,2,19494,Mumbai,Shopify,Card,Cancelled
12134,2025-01-24,Car Seat Cover,Accessories,4082,2,8164,Mumbai,Shopify,Net Banking,Cancelled
12135,2025-10-22,Car Phone Holder,Accessories,4830,1,4830,Delhi,Shopify,Card,Delivered
12136,2025-06-24,Car Seat Cover,Accessories,7072,1,7072,Jaipur,Flipkart,Card,Cancelled
12137,2025-06-16,Car LED Light,Accessories,14534,3,43602,Pune,Flipkart,COD,Shipped
12138,2025-04-16,Car Phone Holder,Accessories,14353,2,28706,Pune,Flipkart,Card,Cancelled
12139,2025-08-12,Car Air Freshener,Accessories,8310,3,24930,Delhi,Flipkart,UPI,Shipped
12140,2025-01-31,Car Air Freshener,Accessories,2898,1,2898,Hyderabad,Shopify,COD,Cancelled
12141,2025-03-14,Car Floor Mat,Accessories,2109,3,6327,Udaipur,Flipkart,Card,Shipped
12142,2025-10-28,Car Seat Cover,Accessories,8053,1,8053,Hyderabad,Flipkart,COD,Cancelled
12143,2025-09-02,Car Air Freshener,Accessories,3591,3,10773,Pune,Flipkart,Card,Shipped
12144,2025-01-09,Car Phone Holder,Accessories,7478,2,14956,Jaipur,Shopify,Net Banking,Shipped
12145,2025-02-26,Car Phone Holder,Accessories,9339,2,18678,Udaipur,Shopify,COD,Returned
12146,2025-07-26,Car LED Light,Accessories,4753,3,14259,Delhi,Amazon,UPI,Cancelled
12147,2025-12-09,Car Dash Camera,Electronics,4430,2,8860,Bangalore,Shopify,Net Banking,Delivered
12148,2025-12-20,Car Music System,Electronics,620,3,1860,Pune,Shopify,COD,Delivered
12149,2025-02-25,Car Air Freshener,Accessories,3468,2,6936,Udaipur,Shopify,Net Banking,Returned
12150,2025-11-18,Car Dash Camera,Electronics,9904,2,19808,Pune,Shopify,COD,Delivered
12151,2025-05-06,Car Floor Mat,Accessories,8030,2,16060,Ahmedabad,Amazon,COD,Returned
12152,2025-09-30,Car Air Freshener,Accessories,12734,2,25468,Ahmedabad,Flipkart,Card,Shipped
12153,2025-02-22,Android Car Display,Electronics,569,1,569,Bangalore,Amazon,Net Banking,Delivered
12154,2025-10-01,Car Phone Holder,Accessories,7952,4,31808,Mumbai,Amazon,Net Banking,Cancelled
12155,2025-04-22,Car Phone Holder,Accessories,12391,2,24782,Ahmedabad,Amazon,UPI,Returned
12156,2025-03-03,Car Seat Cover,Accessories,9925,4,39700,Udaipur,Shopify,Net Banking,Cancelled
12157,2025-11-10,Car LED Light,Accessories,5883,2,11766,Mumbai,Amazon,COD,Cancelled
12158,2025-10-05,Car Seat Cover,Accessories,8098,3,24294,Bangalore,Shopify,UPI,Shipped
12159,2025-06-19,Car Phone Holder,Accessories,13337,4,53348,Mumbai,Amazon,Card,Returned
12160,2025-07-02,Car Seat Cover,Accessories,7297,3,21891,Hyderabad,Shopify,Card,Delivered
12161,2025-12-08,Car LED Light,Accessories,10576,1,10576,Udaipur,Amazon,Card,Cancelled
12162,2025-04-02,Car Phone Holder,Accessories,12382,1,12382,Jaipur,Amazon,Card,Cancelled
12163,2025-12-05,Car Dash Camera,Electronics,7850,1,7850,Hyderabad,Amazon,Card,Delivered
12164,2025-07-07,Car LED Light,Accessories,12190,2,24380,Udaipur,Shopify,Net Banking,Cancelled
12165,2025-08-31,Car LED Light,Accessories,13958,2,27916,Pune,Amazon,Card,Returned
12166,2025-12-17,Car Seat Cover,Accessories,9033,2,18066,Pune,Amazon,UPI,Cancelled
12167,2025-08-01,Car Phone Holder,Accessories,1499,2,2998,Mumbai,Flipkart,Card,Cancelled
12168,2025-08-20,Car Dash Camera,Electronics,11993,3,35979,Bangalore,Shopify,Card,Shipped
12169,2025-05-23,Car Floor Mat,Accessories,3120,4,12480,Ahmedabad,Flipkart,Card,Delivered
12170,2025-07-12,Car Phone Holder,Accessories,6948,3,20844,Hyderabad,Amazon,UPI,Cancelled
12171,2025-10-14,Car Seat Cover,Accessories,4064,1,4064,Hyderabad,Flipkart,Card,Delivered
12172,2025-03-06,Android Car Display,Electronics,3245,2,6490,Jaipur,Amazon,UPI,Cancelled
12173,2025-06-23,Android Car Display,Electronics,9348,1,9348,Mumbai,Flipkart,COD,Returned
12174,2025-01-23,Android Car Display,Electronics,2531,2,5062,Pune,Flipkart,Card,Cancelled
12175,2025-09-23,Car Phone Holder,Accessories,11748,1,11748,Bangalore,Shopify,Net Banking,Delivered
12176,2025-06-14,Car Floor Mat,Accessories,12111,1,12111,Hyderabad,Amazon,COD,Returned
12177,2025-01-14,Car Seat Cover,Accessories,842,1,842,Delhi,Shopify,UPI,Delivered
12178,2025-02-12,Car Vacuum Cleaner,Electronics,3002,1,3002,Jaipur,Flipkart,UPI,Shipped
12179,2025-01-30,Android Car Display,Electronics,10909,3,32727,Delhi,Shopify,Card,Returned
12180,2025-09-16,Car Vacuum Cleaner,Electronics,6510,1,6510,Udaipur,Flipkart,COD,Cancelled
12181,2025-11-04,Car LED Light,Accessories,9241,2,18482,Hyderabad,Flipkart,Net Banking,Delivered
12182,2025-09-14,Car Music System,Electronics,3179,3,9537,Delhi,Flipkart,Net Banking,Shipped
12183,2025-08-28,Car Seat Cover,Accessories,8609,4,34436,Delhi,Amazon,UPI,Delivered
12184,2025-07-13,Car Dash Camera,Electronics,14812,2,29624,Ahmedabad,Shopify,COD,Delivered
12185,2025-09-29,Car Vacuum Cleaner,Electronics,12160,3,36480,Bangalore,Flipkart,Net Banking,Delivered
12186,2025-05-18,Car Phone Holder,Accessories,7066,2,14132,Jaipur,Flipkart,COD,Delivered
12187,2025-10-23,Car Vacuum Cleaner,Electronics,5381,2,10762,Pune,Shopify,UPI,Delivered
12188,2025-04-17,Car Air Freshener,Accessories,1168,4,4672,Jaipur,Flipkart,Net Banking,Returned
12189,2025-03-06,Car Seat Cover,Accessories,12954,2,25908,Mumbai,Amazon,COD,Delivered
12190,2025-05-10,Car LED Light,Accessories,14476,4,57904,Mumbai,Shopify,UPI,Returned
12191,2025-10-08,Car Dash Camera,Electronics,14340,2,28680,Hyderabad,Flipkart,Card,Cancelled
12192,2025-09-28,Car Floor Mat,Accessories,12066,2,24132,Mumbai,Flipkart,COD,Cancelled
12193,2025-03-14,Car Music System,Electronics,11326,1,11326,Pune,Shopify,COD,Cancelled
12194,2025-07-28,Android Car Display,Electronics,9662,3,28986,Udaipur,Amazon,UPI,Cancelled
12195,2025-07-08,Car Floor Mat,Accessories,12694,2,25388,Pune,Amazon,UPI,Returned
12196,2025-01-21,Car Dash Camera,Electronics,1646,4,6584,Pune,Flipkart,Net Banking,Cancelled
12197,2025-05-29,Car Vacuum Cleaner,Electronics,12592,3,37776,Delhi,Amazon,Net Banking,Cancelled
12198,2025-05-31,Car Vacuum Cleaner,Electronics,5869,2,11738,Jaipur,Shopify,UPI,Delivered
12199,2025-07-30,Car Air Freshener,Accessories,6481,3,19443,Udaipur,Flipkart,UPI,Cancelled
12200,2025-10-12,Car LED Light,Accessories,6335,2,12670,Bangalore,Flipkart,COD,Cancelled
12201,2025-12-11,Car Air Freshener,Accessories,10295,1,10295,Ahmedabad,Amazon,COD,Delivered
12202,2025-04-21,Car Dash Camera,Electronics,4212,2,8424,Jaipur,Flipkart,Card,Returned
12203,2025-07-22,Reverse Parking Camera,Electronics,5462,1,5462,Jaipur,Amazon,UPI,Delivered
12204,2025-09-27,Car LED Light,Accessories,11954,4,47816,Hyderabad,Shopify,UPI,Delivered
12205,2025-10-31,Reverse Parking Camera,Electronics,3554,2,7108,Mumbai,Shopify,Card,Shipped
12206,2025-11-26,Car Phone Holder,Accessories,2507,4,10028,Ahmedabad,Amazon,UPI,Shipped
12207,2025-02-12,Car Seat Cover,Accessories,12151,1,12151,Hyderabad,Flipkart,Net Banking,Delivered
12208,2025-10-10,Car Air Freshener,Accessories,8503,4,34012,Delhi,Amazon,Card,Cancelled
12209,2025-10-28,Car Seat Cover,Accessories,13582,1,13582,Mumbai,Flipkart,Net Banking,Delivered
12210,2025-05-06,Android Car Display,Electronics,2395,1,2395,Pune,Flipkart,Net Banking,Shipped
12211,2025-11-02,Car Dash Camera,Electronics,12248,3,36744,Mumbai,Shopify,Net Banking,Delivered
12212,2025-07-20,Reverse Parking Camera,Electronics,11443,2,22886,Ahmedabad,Shopify,COD,Cancelled
12213,2025-11-06,Car Seat Cover,Accessories,1549,3,4647,Mumbai,Amazon,COD,Delivered
12214,2025-04-29,Android Car Display,Electronics,5088,2,10176,Pune,Shopify,Net Banking,Returned
12215,2025-07-28,Car Seat Cover,Accessories,9910,2,19820,Jaipur,Amazon,Card,Cancelled
12216,2025-02-07,Reverse Parking Camera,Electronics,10162,2,20324,Jaipur,Flipkart,COD,Returned
12217,2025-02-17,Car Vacuum Cleaner,Electronics,7152,1,7152,Udaipur,Amazon,COD,Cancelled
12218,2025-01-22,Android Car Display,Electronics,9083,4,36332,Ahmedabad,Shopify,UPI,Returned
12219,2025-08-08,Car Phone Holder,Accessories,8367,4,33468,Pune,Shopify,UPI,Delivered
12220,2025-08-07,Car LED Light,Accessories,12528,2,25056,Delhi,Amazon,Card,Delivered
12221,2025-07-04,Android Car Display,Electronics,14798,2,29596,Pune,Flipkart,UPI,Delivered
12222,2025-02-07,Car Floor Mat,Accessories,2823,4,11292,Ahmedabad,Shopify,Card,Delivered
12223,2025-05-11,Car Music System,Electronics,12876,2,25752,Ahmedabad,Flipkart,UPI,Shipped
12224,2025-08-12,Android Car Display,Electronics,9315,2,18630,Mumbai,Flipkart,Net Banking,Shipped
12225,2025-11-15,Android Car Display,Electronics,10853,2,21706,Jaipur,Shopify,COD,Returned
12226,2025-06-05,Car Seat Cover,Accessories,2197,2,4394,Delhi,Shopify,Net Banking,Cancelled
12227,2025-09-02,Car Vacuum Cleaner,Electronics,5189,2,10378,Bangalore,Flipkart,UPI,Cancelled
12228,2025-11-11,Car Phone Holder,Accessories,10869,3,32607,Mumbai,Amazon,UPI,Returned
12229,2025-11-07,Car Air Freshener,Accessories,11623,1,11623,Delhi,Shopify,COD,Delivered
12230,2025-01-09,Car Dash Camera,Electronics,4981,2,9962,Hyderabad,Flipkart,Card,Shipped
12231,2025-11-16,Reverse Parking Camera,Electronics,11869,4,47476,Pune,Shopify,COD,Shipped
12232,2025-03-16,Car LED Light,Accessories,14867,3,44601,Ahmedabad,Shopify,Net Banking,Cancelled
12233,2025-05-31,Car Music System,Electronics,5712,1,5712,Delhi,Shopify,COD,Cancelled
12234,2025-02-25,Car Music System,Electronics,14890,2,29780,Bangalore,Amazon,COD,Cancelled
12235,2025-07-28,Car Floor Mat,Accessories,6922,1,6922,Delhi,Shopify,Net Banking,Cancelled
12236,2025-08-23,Car Floor Mat,Accessories,10789,1,10789,Pune,Amazon,Net Banking,Cancelled
12237,2025-09-24,Car Phone Holder,Accessories,5370,2,10740,Jaipur,Flipkart,COD,Cancelled
12238,2025-05-26,Android Car Display,Electronics,2569,1,2569,Delhi,Flipkart,Net Banking,Delivered
12239,2025-06-24,Car Music System,Electronics,11689,4,46756,Delhi,Shopify,Card,Shipped
12240,2025-10-06,Reverse Parking Camera,Electronics,12802,3,38406,Bangalore,Flipkart,COD,Delivered
12241,2025-06-26,Android Car Display,Electronics,6565,4,26260,Pune,Shopify,UPI,Cancelled
12242,2025-08-07,Car Seat Cover,Accessories,9504,4,38016,Mumbai,Shopify,Card,Cancelled
12243,2025-03-03,Android Car Display,Electronics,5439,3,16317,Udaipur,Amazon,COD,Shipped
12244,2025-10-28,Android Car Display,Electronics,2740,2,5480,Udaipur,Shopify,COD,Delivered
12245,2025-09-02,Car Seat Cover,Accessories,13940,2,27880,Jaipur,Amazon,UPI,Shipped
12246,2025-02-02,Reverse Parking Camera,Electronics,6700,4,26800,Delhi,Amazon,Net Banking,Cancelled
12247,2025-11-10,Car LED Light,Accessories,1630,2,3260,Ahmedabad,Amazon,UPI,Delivered
12248,2025-11-10,Car Floor Mat,Accessories,8947,1,8947,Udaipur,Amazon,COD,Delivered
12249,2025-07-28,Car Vacuum Cleaner,Electronics,1190,4,4760,Bangalore,Shopify,Card,Shipped
12250,2025-01-26,Car Floor Mat,Accessories,10572,2,21144,Ahmedabad,Amazon,COD,Returned
12251,2025-08-14,Car Seat Cover,Accessories,14975,4,59900,Hyderabad,Shopify,COD,Shipped
12252,2025-03-13,Car Music System,Electronics,1253,4,5012,Pune,Flipkart,Card,Cancelled
12253,2025-09-09,Car Vacuum Cleaner,Electronics,618,1,618,Hyderabad,Flipkart,UPI,Cancelled
12254,2025-05-15,Reverse Parking Camera,Electronics,11757,1,11757,Delhi,Flipkart,COD,Delivered
12255,2025-08-21,Car Phone Holder,Accessories,3551,2,7102,Jaipur,Amazon,Card,Returned
12256,2025-04-14,Car Vacuum Cleaner,Electronics,12013,2,24026,Ahmedabad,Flipkart,UPI,Shipped
12257,2025-01-06,Android Car Display,Electronics,1596,4,6384,Jaipur,Amazon,UPI,Delivered
12258,2025-07-14,Reverse Parking Camera,Electronics,2976,1,2976,Mumbai,Amazon,Net Banking,Cancelled
12259,2025-03-09,Android Car Display,Electronics,11271,3,33813,Hyderabad,Flipkart,COD,Shipped
12260,2025-08-18,Car LED Light,Accessories,3419,2,6838,Mumbai,Shopify,COD,Returned
12261,2025-03-28,Car Dash Camera,Electronics,10008,1,10008,Ahmedabad,Amazon,Card,Shipped
12262,2025-02-18,Car Dash Camera,Electronics,8660,1,8660,Pune,Flipkart,COD,Delivered
12263,2025-12-16,Car Phone Holder,Accessories,7701,2,15402,Udaipur,Amazon,Net Banking,Shipped
12264,2025-08-26,Android Car Display,Electronics,2074,2,4148,Hyderabad,Shopify,Card,Cancelled
12265,2025-11-24,Car LED Light,Accessories,529,2,1058,Mumbai,Flipkart,Card,Delivered
12266,2025-03-29,Car Phone Holder,Accessories,4577,4,18308,Ahmedabad,Shopify,Net Banking,Shipped
12267,2025-04-29,Car Phone Holder,Accessories,12717,4,50868,Jaipur,Amazon,Card,Returned
12268,2025-04-28,Car Floor Mat,Accessories,777,3,2331,Hyderabad,Shopify,UPI,Shipped
12269,2025-07-26,Reverse Parking Camera,Electronics,9222,4,36888,Mumbai,Flipkart,Net Banking,Delivered
12270,2025-05-01,Car Floor Mat,Accessories,14405,4,57620,Pune,Shopify,Card,Delivered
12271,2025-07-12,Car Vacuum Cleaner,Electronics,12826,1,12826,Bangalore,Amazon,Card,Cancelled
12272,2025-06-17,Car Phone Holder,Accessories,10608,3,31824,Bangalore,Amazon,Net Banking,Returned
12273,2025-10-04,Car Seat Cover,Accessories,13035,3,39105,Hyderabad,Amazon,COD,Shipped
12274,2025-09-25,Reverse Parking Camera,Electronics,2763,1,2763,Bangalore,Amazon,Card,Returned
12275,2025-11-01,Reverse Parking Camera,Electronics,6819,4,27276,Delhi,Shopify,COD,Cancelled
12276,2025-10-07,Car Floor Mat,Accessories,10514,3,31542,Delhi,Amazon,Card,Delivered
12277,2025-11-06,Car Vacuum Cleaner,Electronics,13380,1,13380,Jaipur,Shopify,Net Banking,Returned
12278,2025-06-02,Android Car Display,Electronics,5081,2,10162,Ahmedabad,Shopify,UPI,Delivered
12279,2025-11-17,Car Dash Camera,Electronics,5981,4,23924,Hyderabad,Amazon,Net Banking,Delivered
12280,2025-10-06,Car Vacuum Cleaner,Electronics,3233,2,6466,Pune,Flipkart,Net Banking,Shipped
12281,2025-01-14,Car Phone Holder,Accessories,9135,2,18270,Hyderabad,Flipkart,Net Banking,Delivered
12282,2025-09-11,Reverse Parking Camera,Electronics,1340,4,5360,Hyderabad,Flipkart,Card,Shipped
12283,2025-03-08,Android Car Display,Electronics,8446,2,16892,Ahmedabad,Shopify,Card,Shipped
12284,2025-12-15,Car Seat Cover,Accessories,13252,3,39756,Delhi,Flipkart,Card,Cancelled
12285,2025-01-16,Car Vacuum Cleaner,Electronics,1149,3,3447,Ahmedabad,Flipkart,Net Banking,Returned
12286,2025-01-16,Car Air Freshener,Accessories,9625,1,9625,Mumbai,Amazon,COD,Cancelled
12287,2025-05-18,Car Vacuum Cleaner,Electronics,14267,3,42801,Udaipur,Amazon,Net Banking,Shipped
12288,2025-03-13,Reverse Parking Camera,Electronics,6756,2,13512,Ahmedabad,Shopify,COD,Cancelled
12289,2025-12-16,Car Phone Holder,Accessories,10686,2,21372,Udaipur,Flipkart,Card,Cancelled
12290,2025-06-24,Android Car Display,Electronics,9681,1,9681,Pune,Amazon,COD,Delivered
12291,2025-09-05,Car Vacuum Cleaner,Electronics,3357,3,10071,Bangalore,Flipkart,Net Banking,Cancelled
12292,2025-10-29,Reverse Parking Camera,Electronics,3115,4,12460,Jaipur,Shopify,Card,Returned
12293,2025-02-22,Android Car Display,Electronics,10260,3,30780,Jaipur,Shopify,UPI,Shipped
12294,2025-11-27,Car Vacuum Cleaner,Electronics,6293,1,6293,Hyderabad,Shopify,COD,Shipped
12295,2025-11-09,Android Car Display,Electronics,5614,1,5614,Ahmedabad,Flipkart,COD,Returned
12296,2025-06-06,Car Phone Holder,Accessories,424,2,848,Mumbai,Shopify,UPI,Delivered
12297,2025-03-26,Car Air Freshener,Accessories,10114,4,40456,Delhi,Amazon,COD,Cancelled
12298,2025-02-14,Car Dash Camera,Electronics,13299,1,13299,Ahmedabad,Amazon,Net Banking,Returned
12299,2025-08-21,Car LED Light,Accessories,5628,3,16884,Mumbai,Flipkart,COD,Cancelled
12300,2025-07-07,Car LED Light,Accessories,3848,2,7696,Jaipur,Flipkart,Net Banking,Delivered
12301,2025-08-18,Car Phone Holder,Accessories,13387,4,53548,Ahmedabad,Amazon,UPI,Returned
12302,2025-05-26,Car Music System,Electronics,11721,1,11721,Mumbai,Amazon,COD,Cancelled
12303,2025-12-23,Car Air Freshener,Accessories,6573,1,6573,Hyderabad,Shopify,UPI,Cancelled
12304,2025-07-04,Car Air Freshener,Accessories,410,3,1230,Bangalore,Amazon,COD,Shipped
12305,2025-06-19,Car Music System,Electronics,14884,2,29768,Pune,Flipkart,UPI,Returned
12306,2025-08-19,Reverse Parking Camera,Electronics,8597,4,34388,Hyderabad,Flipkart,COD,Cancelled
12307,2025-09-19,Car Music System,Electronics,8372,3,25116,Ahmedabad,Shopify,COD,Returned
